Property Address,Parcel Number,Inspection Date,Grade,License Status,Expiration Date,Mappable Address
3044 East Stillwater Landing Unit 102,932122407010,11/14/2017,Class A,Issued,10/14/2021,"3044 East Stillwater Landing
Urbana, IL
(40.091091156, -88.1645355225)"
103 East Florida Avenue,932120201025,10/25/2016,Class C,Issued,10/14/2021,"103 East Florida Avenue
Urbana, IL
(-88.2067, 40.098)"
502 West Green Street Unit 311,922117127046,02/28/2019,Class B,Issued,10/14/2021,"502 West Green Street
Urbana, IL
(40.1112937927, -88.2136077881)"
1103 West Main Street,912107478007,06/11/2009,Class C,Expired,,"1103 West Main Street
Urbana, IL
(-88.2228, 40.1143)"
813 West Springfield Avenue,922117101008,03/21/2018,Class A,Issued,10/14/2021,"813 West Springfield Avenue
Urbana, IL
(40.112526, -88.219)"
1006 East Scovill Street,932121356025,03/29/2017,Class B,Issued,10/14/2021,"1006 East Scovill Street
Urbana, IL
(40.085808, -88.19606)"
1732 East Florida Avenue,922116456014,05/04/2013,Class B,Issued,,"1732 East Florida Avenue
Urbana, IL
(-88.1851, 40.0986)"
1902 East Amber Lane,932121401028,12/14/2017,Class B,Issued,10/14/2021,"1902 East Amber Lane
Urbana, IL
(40.0882225037, -88.1835098267)"
1708 East Lexington Drive,932128405023,12/13/2017,Class A,Issued,10/14/2021,"1708 East Lexington Drive
Urbana, IL
(40.07563, -88.18614)"
1703 Willow Court,912105477033,07/13/2010,Class A,Issued,10/14/2019,"1703 Willow Court
Urbana, IL
(-88.2012, 40.1287)"
1004 Anderson Street,922116301012,02/11/2016,Class B,Issued,10/14/2021,"1004 Anderson Street
Urbana, IL
(-88.1999, 40.1043)"
205 North Busey Avenue,912108354017,06/03/2008,Class B,Issued,10/14/2021,"205 North Busey Avenue
Urbana, IL
(-88.2179, 40.1138)"
1302 East Mitchem Drive,932121179001,04/24/2017,Class B,Issued,10/14/2021,"1302 East Mitchem Drive
Urbana, IL
(40.0924987793, -88.1926345825)"
1904 South Anderson Street,932121152008,03/17/2017,Class B,Issued,10/14/2021,"1904 South Anderson Street
Urbana, IL
(40.09408, -88.198326)"
1707 Willow Court,912105477031,07/13/2010,Class A,Issued,10/14/2021,"1707 Willow Court
Urbana, IL
(-88.2014, 40.129)"
1507 North Romine Street,912107202007,07/27/2011,Class B,Expired,10/14/2021,"1507 North Romine Street
Urbana, IL
(-88.2279, 40.127)"
809 Springfield Avenue,922117101007,07/24/2012,Class B,Expired,10/14/2021,"809 Springfield Avenue
Urbana, IL
(-88.2186, 40.1125)"
410 West California Avenue,922117178008,04/23/2008,Class B,Issued,10/14/2021,"410 West California Avenue
Urbana, IL
(-88.2127, 40.1086)"
1106 Lanore Drive,922116432003,01/15/2015,Class B,Issued,10/14/2021,"1106 Lanore Drive
Urbana, IL
(-88.1863, 40.1033)"
812 West Nevada Street,922117153016,05/24/2018,Class B,Issued,10/14/2021,"812 West Nevada Street
Urbana, IL
(40.106712, -88.21893)"
309 West Springfield Avenue,922117135003,06/21/2019,Class B,Issued,10/14/2021,"309 West Springfield Avenue
Urbana, IL
(40.112121582, -88.2114257812)"
1506 South Lincolnwood Drive,922116478009,05/11/2017,Class B,Issued,10/14/2021,"1506 South Lincolnwood Drive
Urbana, IL
(40.10037, -88.18529)"
605 Anderson Street,922117283009,12/13/2012,Class B,Issued,10/14/2021,"605 Anderson Street
Urbana, IL
(-88.2005, 40.108)"
308 West Nevada Street,922117184012,12/04/2019,Class B,Issued,10/14/2021,"308 West Nevada Street
Urbana, IL
(40.1068496704, -88.2109375)"
1001 East Water Street,912109379001,03/23/2012,Class B,Issued,10/14/2021,"1001 East Water Street
Urbana, IL
(-88.1946, 40.1138)"
307 West Illinois Street,922117182004,07/11/2019,Class B,Expired,10/14/2020,"307 West Illinois Street
Urbana, IL
(40.108932, -88.211105)"
402 West California Avenue,922117178015,03/20/2008,Class B,Issued,10/14/2021,"402 West California Avenue
Urbana, IL
(-88.2119, 40.1085)"
908 South Vine Street,932117426004,10/29/2019,Class B,Issued,10/14/2021,"908 South Vine Street
Urbana, IL
(40.1048202515, -88.2045822144)"
1104 South Orchard Street,932117328022,12/03/2019,Class B,Issued,10/14/2021,"1104 South Orchard Street
Urbana, IL
(40.1034851074, -88.2140579224)"
602 West Illinois Street,922117113014,04/11/2019,Class B,Issued,10/14/2021,"602 West Illinois Street
Urbana, IL
(40.109287, -88.214745)"
1312 East Florida Avenue,922116382019,03/30/2016,Class B,Expired,10/14/2021,"1312 East Florida Avenue
Urbana, IL
(-88.1922, 40.0986)"
2403 Provine Circle,932120480008,07/25/2016,Class B,Issued,10/14/2021,"2403 Provine Circle
Urbana, IL
(-88.2034, 40.0856)"
2404 South Vine Street,932120477008,07/16/2013,Class B,Issued,10/14/2020,"2404 South Vine Street
Urbana, IL
(-88.2017, 40.0856)"
805 West Illinois Street,922117151003,09/12/2018,Class B,Issued,10/14/2021,"805 West Illinois Street
Urbana, IL
(40.108795166, -88.2184906006)"
2003 Easy Street,922116429008,01/07/2015,Class B,Issued,10/14/2021,"2003 Easy Street
Urbana, IL
(-88.1827, 40.1047)"
1103 Fairview Avenue,912107426008,11/10/2011,Class C,Issued,10/14/2021,"1103 Fairview Avenue
Urbana, IL
(-88.2222, 40.1198)"
712 Stoughton Street,912108359007,11/02/2010,Class C,Issued,10/14/2021,"712 Stoughton Street
Urbana, IL
(-88.2174, 40.1135)"
720 South Broadway Avenue,922117263010,02/12/2010,Class B,Issued,10/14/2021,"720 South Broadway Avenue
Urbana, IL
(-88.207, 40.1059)"
2306 East Main Street,912110382028,03/13/2012,Class A,Issued,10/14/2021,"2306 East Main Street
Urbana, IL
(-88.1778, 40.1132)"
705 West Green Street,922117107006,10/30/2012,Class B,Issued,10/14/2021,"705 West Green Street
Urbana, IL
(-88.2167, 40.1104)"
303 West High Street,922117138006,08/07/2019,Class B,Issued,10/14/2021,"303 West High Street
Urbana, IL
(40.109627, -88.2107)"
312 South Cottage Grove Avenue,922116130006,06/07/2012,Class B,Expired,10/14/2021,"312 South Cottage Grove Avenue
Urbana, IL
(-88.1954, 40.1101)"
1105 East Main Street,922116126005,07/17/2012,Class B,Issued,10/14/2021,"1105 East Main Street
Urbana, IL
(-88.1953, 40.1127)"
1605 Wiley Drive,922116352013,06/12/2017,Class B,Fee Exempt Registration,10/14/2020,"1605 Wiley Drive
Urbana, IL
(40.098865509, -88.1982116699)"
802 Sunny Lane,912115181012,03/26/2015,Class B,Issued,10/14/2021,"802 Sunny Lane
Urbana, IL
(-88.1722, 40.1064)"
402 East Iowa Street,932117426018,01/26/2010,Class B,Issued,10/14/2021,"402 East Iowa Street
Urbana, IL
(-88.2036, 40.105)"
604 South Busey Avenue,922117156008,02/18/2019,Class C,Issued,10/14/2021,"604 South Busey Avenue
Urbana, IL
(40.10785, -88.21743)"
1506 South Vine Street,932117478009,03/03/2020,Class B,Issued,10/14/2021,"1506 South Vine Street
Urbana, IL
(40.0990257263, -88.204536438)"
406 East Iowa Street,932117426020,02/23/2010,Class B,Expired,10/14/2021,"406 East Iowa Street
Urbana, IL
(-88.2032, 40.105)"
706 North Coler Avenue,912108308008,08/03/2010,Class B,Issued,10/14/2021,"706 North Coler Avenue
Urbana, IL
(-88.2154, 40.1188)"
506 Stoughton Street,912108363019,04/29/2008,Class B,Issued,10/14/2021,"506 Stoughton Street
Urbana, IL
(-88.214, 40.1131)"
402 South Race Street,922117214001,05/30/2014,Class C,Issued,10/14/2020,"402 South Race Street
Urbana, IL
(-88.2085, 40.1097)"
502 West Green Street Unit 110,922117127019,02/28/2019,Class B,Issued,10/14/2021,"502 West Green Street
Urbana, IL
(40.1112937927, -88.2137298584)"
306 Harvey Street,912107481001,03/24/2009,Class C,Issued,10/14/2020,"306 Harvey Street
Urbana, IL
(-88.2221, 40.1152)"
211 Central Avenue,912108380008,07/06/2007,Class B,Issued,10/14/2020,"211 Central Avenue
Urbana, IL
(-88.2114, 40.1135)"
2510 A South Anderson Street,932121357005,03/27/2017,Class B,Issued,10/14/2021,"2510 A South Anderson Street
Urbana, IL
(40.0844230652, -88.1990966797)"
505 South Coler Avenue,922117155015,02/25/2008,Class B,Issued,10/14/2021,"505 South Coler Avenue
Urbana, IL
(-88.2162, 40.1086)"
1404 South Cottage Grove Avenue,922116379002,03/08/2016,Class C,Issued,10/14/2020,"1404 South Cottage Grove Avenue
Urbana, IL
(-88.1953, 40.1004)"
807 South Busey Avenue,922117154011,09/10/2018,Class B,Issued,10/14/2021,"807 South Busey Avenue
Urbana, IL
(40.1057319641, -88.2181091309)"
1206 Beech Street,912107259012,07/28/2011,Class B,Issued,10/14/2021,"1206 Beech Street
Urbana, IL
(-88.2248, 40.1225)"
2104 East Main Street,912110353004,04/10/2012,Class B,Issued,10/14/2021,"2104 East Main Street
Urbana, IL
(-88.1808, 40.1134)"
605 West California Avenue,922117160007,02/20/2019,Class B,Issued,10/14/2021,"605 West California Avenue
Urbana, IL
(40.108039856, -88.215133667)"
1102 Church Street,912107427020,12/02/2011,Class B,Issued,,"1102 Church Street
Urbana, IL
(-88.222, 40.1185)"
608 Johnson Avenue,922116160004,10/25/2016,Class B,Issued,10/14/2019,"608 Johnson Avenue
Urbana, IL
(-88.1965, 40.108)"
401 West Green Street,922117133005,06/13/2008,Class B,Issued,10/14/2021,"401 West Green Street
Urbana, IL
(-88.2119, 40.1104)"
1011 East Water Street,912109379005,02/22/2012,Class B,Issued,,"1011 East Water Street
Urbana, IL
(-88.1938, 40.1138)"
1010 East Water Street,912109378004,03/16/2012,Class B,Issued,10/14/2021,"1010 East Water Street
Urbana, IL
(-88.1938, 40.1142)"
1609 East Washington Street,922116402004,07/21/2014,Class B,Issued,10/14/2021,"1609 East Washington Street
Urbana, IL
(-88.1875, 40.1054)"
1102 West Hill Street,912107426019,07/12/2017,Class B,Issued,10/14/2020,"1102 West Hill Street
Urbana, IL
(40.119430542, -88.2219619751)"
503 Sunny Lane,912115180034,03/26/2015,Class A,Issued,10/14/2019,"503 Sunny Lane
Urbana, IL
(-88.1729, 40.1081)"
2603 South Anderson Street,932121353007,03/29/2017,Class B,Issued,10/14/2021,"2603 South Anderson Street
Urbana, IL
(40.084003, -88.19977)"
507 West Green Street,922117128003,06/04/2013,Class B,Issued,,"507 West Green Street
Urbana, IL
(-88.214, 40.1107)"
109 South Poplar Street,922116126022,06/29/2012,Class B,Issued,10/14/2021,"109 South Poplar Street
Urbana, IL
(-88.1949, 40.1121)"
1413 Ogelthorpe Avenue,912115386032,03/24/2015,Class B,Issued,10/14/2021,"1413 Ogelthorpe Avenue
Urbana, IL
(-88.1751, 40.101)"
504 Sunny Lane,912115181002,03/26/2015,Class B,Issued,10/14/2021,"504 Sunny Lane
Urbana, IL
(-88.1724, 40.1081)"
1407 South Lincolnwood Drive,922116477012,03/27/2018,Class B,Issued,10/14/2021,"1407 South Lincolnwood Drive
Urbana, IL
(40.1009788513, -88.1858825684)"
904 North Broadway Avenue Unit 13,912108257026,02/08/2008,Class B,Expired,10/14/2021,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
1408 Briarcliff Drive,922116378041,04/06/2016,Class C,Expired,10/14/2021,"1408 Briarcliff Drive
Urbana, IL
(-88.1915, 40.1003)"
503 South Race Street,922117251006,08/09/2019,Class B,Issued,10/14/2021,"503 South Race Street
Urbana, IL
(40.10888, -88.20916)"
102 South Cottage Grove Avenue,922116126002,04/09/2012,Class B,Issued,10/14/2021,"102 South Cottage Grove Avenue
Urbana, IL
(-88.1956, 40.1127)"
1301 Eads Street,912107255005,06/01/2011,Class B,Issued,10/14/2021,"1301 Eads Street
Urbana, IL
(-88.226, 40.1229)"
1202 1/2 North Busey Avenue,912108153005,12/13/2010,Class B,Issued,10/14/2021,"1202 1 2 North Busey Avenue
Urbana, IL
(-88.2166, 40.1229)"
709 South Walnut Street,922117263019,11/12/2009,Class B,Expired,10/14/2021,"709 South Walnut Street
Urbana, IL
(-88.2065, 40.1068)"
1734 East Florida Avenue,922116456027,05/07/2013,Class B,Issued,10/14/2020,"1734 East Florida Avenue
Urbana, IL
(-88.1848, 40.0987)"
711 Western Avenue,922117105001,10/15/2012,Class B,Issued,10/14/2021,"711 Western Avenue
Urbana, IL
(-88.2171, 40.1122)"
102 North McCullough Street,922117130007,04/29/2010,Class B,Issued,10/14/2018,"102 North McCullough Street
Urbana, IL
(-88.2132, 40.1125)"
1701 East Florida Avenue,932121201014,11/21/2017,Class B,Issued,10/14/2021,"1701 East Florida Avenue
Urbana, IL
(40.09765625, -88.1869354248)"
703 Sunny Lane,912115180027,03/26/2015,Class A,Issued,10/14/2020,"703 Sunny Lane
Urbana, IL
(-88.1729, 40.1069)"
710 South Maple Street,922117286008,01/14/2020,Class C,Issued,10/14/2021,"710 South Maple Street
Urbana, IL
(40.1067695618, -88.2021255493)"
105 East George Huff Drive,932120403001,08/25/2016,Class B,Issued,10/14/2021,"105 East George Huff Drive
Urbana, IL
(-88.2062, 40.0907)"
904 North Broadway Avenue Unit 19,912108257032,02/04/2008,Class B,Issued,10/14/2021,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
502 West Green Street Unit 307,922117127042,02/02/2009,Class B,Issued,,"502 West Green Street
Urbana, IL
(-88.2134, 40.1107)"
802 North Coler Avenue,912108308004,03/26/2014,Class C,Issued,10/14/2021,"802 North Coler Avenue
Urbana, IL
(-88.2154, 40.1194)"
302 Locust Street,912108383009,07/16/2007,Class B,Issued,10/14/2021,"302 Locust Street
Urbana, IL
(-88.2105, 40.1138)"
1405 Wiley Drive,922116352005,04/20/2016,Class B,Issued,10/14/2021,"1405 Wiley Drive
Urbana, IL
(-88.1981, 40.1001)"
1304 Fairlawn Drive,922116330011,03/02/2016,Class B,Issued,10/14/2021,"1304 Fairlawn Drive
Urbana, IL
(-88.193, 40.1026)"
904 North Broadway Avenue Unit 7,912108257020,02/08/2008,Class B,Issued,10/14/2021,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
1107 East Main Street,922116126006,06/29/2012,Class A,Issued,10/14/2021,"1107 East Main Street
Urbana, IL
(-88.1952, 40.1127)"
411 West California Avenue,922117179001,05/17/2019,Class B,Issued,10/14/2021,"411 West California Avenue
Urbana, IL
(40.108086, -88.212975)"
111 North Lynn Street,912109353008,05/19/2009,Class B,Issued,10/14/2021,"111 North Lynn Street
Urbana, IL
(-88.1982, 40.1142)"
1201 Berkley Avenue,912108205011,10/25/2010,Class A,Issued,,"1201 Berkley Avenue
Urbana, IL
(-88.2065, 40.1238)"
206 West Florida Avenue,932117383017,02/27/2020,Class B,Issued,10/14/2021,"206 West Florida Avenue
Urbana, IL
(40.0985336304, -88.2102432251)"
800 South Vine Street,922117284041,01/29/2020,Class B,Issued,10/14/2021,"800 South Vine Street
Urbana, IL
(-88.204573905, 40.106474873)"
207 1/2 East Oregon Street,922117264004,06/15/2010,Class B,Issued,10/14/2021,"207 1 2 East Oregon Street
Urbana, IL
(-88.2054, 40.1075)"
118 West Vermont Avenue,932117452012,12/12/2019,Class B,Issued,10/14/2021,"118 West Vermont Avenue
Urbana, IL
(40.1001281738, -88.2089996338)"
2311 South Myra Ridge Drive,932121452019,01/08/2018,Class B,Issued,10/14/2022,"2311 South Myra Ridge Drive
Urbana, IL
(40.0865364075, -88.1855545044)"
1301 Beslin Street,912107406005,07/26/2011,Class B,Issued,10/14/2021,"1301 Beslin Street
Urbana, IL
(-88.226, 40.1201)"
202 South Lynn Street,922116104018,03/27/2018,Class B,Issued,10/14/2021,"202 South Lynn Street
Urbana, IL
(40.1116409302, -88.1974639893)"
2008 Vawter Street,932121180017,01/19/2016,Class B,Expired,10/14/2021,"2008 Vawter Street
Urbana, IL
(-88.1915, 40.0927)"
1909 East Florida Avenue Unit A,922116481047,01/16/2015,Class B,Issued,10/14/2020,"1909 East Florida Avenue
Unit A Urbana, IL
(-88.1829, 40.0986)"
2303 South Anderson Street,932121351002,02/21/2017,Class B,Issued,10/14/2021,"2303 South Anderson Street
Urbana, IL
(40.087326, -88.19981)"
615 East Harding Drive,932121154003,03/28/2017,Class B,Issued,10/14/2021,"615 East Harding Drive
Urbana, IL
(40.0934486389, -88.1992111206)"
908 North Gregory Street,912107282012,12/13/2011,Class B,Expired,,"908 North Gregory Street
Urbana, IL
(-88.2208, 40.1207)"
2604 A South Anderson Street,932121357007,03/28/2017,Class B,Issued,10/14/2021,"2604 A South Anderson Street
Urbana, IL
(40.0840110779, -88.1990814209)"
310 East Washington Street,922117284030,12/01/2009,Class A,Issued,10/14/2021,"310 East Washington Street
Urbana, IL
(-88.204, 40.1057)"
309 North Busey Avenue,912108353021,05/22/2008,Class B,Issued,10/14/2021,"309 North Busey Avenue
Urbana, IL
(-88.2176, 40.1152)"
1110 Lanore Drive,922116432005,12/24/2014,Class B,Issued,10/14/2021,"1110 Lanore Drive
Urbana, IL
(-88.1863, 40.1029)"
1601 South Montgomery Street,912115387010,03/15/2018,Class A,Issued,10/14/2021,"1601 South Montgomery Street
Urbana, IL
(40.099552, -88.17409)"
606 East Colorado Avenue,932120229022,09/29/2017,Class B,Issued,10/14/2021,"606 East Colorado Avenue
Urbana, IL
(40.0949668884, -88.2004928589)"
406 East Florida Avenue,932117479019,01/15/2020,Class B,Issued,10/14/2021,"406 East Florida Avenue
Urbana, IL
(40.098606, -88.20286)"
707 North Orchard Street,912108308017,04/09/2014,Class B,Issued,,"707 North Orchard Street
Urbana, IL
(-88.2148, 40.119)"
413 West Main Street,912108381004,06/27/2007,Class B,Issued,10/14/2021,"413 West Main Street
Urbana, IL
(-88.2125, 40.113)"
708 South Lynn Street,922116163007,06/06/2012,Class B,Issued,10/14/2021,"708 South Lynn Street
Urbana, IL
(-88.1977, 40.1072)"
1602 Lincolnwood Drive,922116478015,01/15/2015,Class B,Issued,10/14/2020,"1602 Lincolnwood Drive
Urbana, IL
(-88.1844, 40.0996)"
605 South Broadway Avenue Apt B,922117256015,08/09/2019,Class B,Issued,10/14/2021,"605 South Broadway Avenue
Apt B Urbana, IL
(40.1079139709, -88.2076187134)"
505 South Busey Avenue,922117151008,09/11/2018,Class B,Issued,10/14/2021,"505 South Busey Avenue
Urbana, IL
(40.108669281, -88.2179794312)"
405 West Park Street,912108328005,06/20/2008,Class B,Expired,10/14/2021,"405 West Park Street
Urbana, IL
(-88.2115, 40.1172)"
1010 Berkley Avenue,912108256002,05/27/2010,Class B,Issued,10/14/2018,"1010 Berkley Avenue
Urbana, IL
(-88.2061, 40.1226)"
1909 East Florida Avenue Unit B,922116481048,01/16/2015,Class B,Issued,10/14/2021,"1909 East Florida Avenue
Unit B Urbana, IL
(-88.1829, 40.0986)"
307 East Illinois Street,922117276009,12/15/2009,Class B,Expired,10/14/2021,"307 East Illinois Street
Urbana, IL
(-88.2039, 40.1091)"
1305 Ellis Drive,912107254003,10/28/2011,Class B,Issued,10/14/2021,"1305 Ellis Drive
Urbana, IL
(-88.2264, 40.1238)"
803 West Nevada Street,922117154005,11/07/2012,Class B,Issued,10/14/2021,"803 West Nevada Street
Urbana, IL
(-88.2181, 40.1062)"
906 Springfield Avenue,912107487008,02/06/2009,Class B,Issued,10/14/2021,"906 Springfield Avenue
Urbana, IL
(-88.2199, 40.113)"
405 East Elm Street,922117234004,02/12/2018,Class A,Fee Exempt Registration,10/14/2020,"405 East Elm Street
Urbana, IL
(40.1114501953, -88.2030563354)"
1004 East Oregon Street,922116160008,07/01/2015,Class B,Issued,10/14/2021,"1004 East Oregon Street
Urbana, IL
(-88.1965, 40.1079)"
113 West McHenry Street,932120451001,06/26/2016,Class B,Issued,10/14/2021,"113 West McHenry Street
Urbana, IL
(-88.2089, 40.0869)"
1105 East Willard Street,932121380006,04/04/2017,Class B,Issued,10/14/2021,"1105 East Willard Street
Urbana, IL
(40.084064, -88.19484)"
2208 South Wyld Drive,932120433005,04/27/2017,Class B,Expired,10/14/2020,"2208 South Wyld Drive
Urbana, IL
(40.0880203247, -88.2024841309)"
1003 Fairlawn Drive,922116307020,03/07/2016,Class B,Issued,,"1003 Fairlawn Drive
Urbana, IL
(-88.1964, 40.1022)"
606 Johnson Avenue,922116160003,07/21/2015,Class B,Issued,10/14/2021,"606 Johnson Avenue
Urbana, IL
(-88.1965, 40.1081)"
1502 South Vine Street,932117478007,02/20/2020,Class B,Issued,10/14/2021,"1502 South Vine Street
Urbana, IL
(40.0994224548, -88.2045440674)"
904 North Broadway Avenue Unit 16,912108257029,02/04/2008,Class B,Issued,10/14/2021,"904 North Broadway Avenue
Urbana, IL
(-88.2076, 40.1206)"
1106 North Division Avenue,912108276004,07/10/2018,Class C,Issued,10/14/2021,"1106 North Division Avenue
Urbana, IL
(40.1232223511, -88.2050552368)"
514 West High Street,922117128008,02/01/2019,Class B,Issued,10/14/2021,"514 West High Street
Urbana, IL
(40.109993, -88.21436)"
1005 Lanore Drive,922116402028,09/09/2014,Class B,Expired,10/14/2021,"1005 Lanore Drive
Urbana, IL
(-88.1869, 40.1042)"
1001 East Michigan Avenue,922116351018,03/08/2016,Class B,Issued,10/14/2021,"1001 East Michigan Avenue
Urbana, IL
(-88.1967, 40.1014)"
1110 East Michigan Avenue,922116376026,04/29/2013,Class B,Issued,,"1110 East Michigan Avenue
Urbana, IL
(-88.1944, 40.1019)"
709 Hawthorne Drive,922116307005,03/08/2016,Class A,Issued,,"709 Hawthorne Drive
Urbana, IL
(-88.1992, 40.1022)"
410 West High Street,922117133007,04/30/2013,Class B,Issued,10/14/2021,"410 West High Street
Urbana, IL
(-88.2128, 40.1101)"
503 Urbana Avenue,922117276004,04/10/2007,Class B,Issued,10/14/2019,"503 Urbana Avenue
Urbana, IL
(-88.204, 40.1089)"
507 East California Avenue,922117282004,02/04/2020,Class B,Issued,10/14/2021,"507 East California Avenue
Urbana, IL
(40.1082611084, -88.2015380859)"
802 East Michigan Avenue,922116307030,03/11/2016,Class B,Issued,10/14/2021,"802 East Michigan Avenue
Urbana, IL
(-88.1983, 40.1018)"
